;contractingProcedureType;publicationDate;ccp;objectBriefDescription;initialContractualPrice;signingDate;id;contractFundamentationType;closeDate;causesDeadlineChange;causesPriceChange;frameworkAgreementProcedureId;frameworkAgreementProcedureDescription;increments;documents;invitees;observations;totalEffectivePrice;endOfContractType;contractingProcedureUrl;ambientCriteria;directAwardFundamentationType;announcementId;contestants;cpvsType;cpvsDesignation;cpvsValue;cocontratantes;aquisitionStateMemberUE;infoAquisitionStateMemberUE;groupMembers;normal;specialMeasures;regime;executionDeadline;contractTypeCS;executionPlace;centralizedProcedure;cpvs;income;nonWrittenContractJustificationTypes;contractStatus;materialCriteria;contractTypes;description;contractingNif;contractingDescription;contractingId;contractedNif;contractedDescription;contractedId;links_documentos
887;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de serviços de apoio administrativo à Junta de Freguesia;11.040,00 €;22-01-2026;13827848;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_BaseGov.pdf', 'id': 2466229}];[];A publicação é realizada agora, devido a problemas com as credenciais de acesso ao portal.;;;;False;Não aplicável;-1;[];Principal;Serviços relacionados com a administração pública;11040.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );365 dias;False;Portugal, Braga, Cabeceiras de Basto;False;75100000-7;False;;;False;Aquisição de serviços;Aquisição de serviços de apoio administrativo à Junta de Freguesia;519048660;Freguesia de Refojos de Basto;5555744;-;SANDRA RAQUEL MAGALHÃES BRANCO;5555838;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466229&ext=.pdf
888;Consulta Prévia;05-03-2026;False;Aluguer Operacional de 2 Veículos Elétricos, na modalidade de Renting;45.856,32 €;02-03-2026;13827800;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': '2026_CPr07_Contrato Assinado_expurgado.pdf', 'id': 2466226}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1MzU5Ng;False;Não aplicável;-1;[{'nif': '502584866', 'description': 'Kinto Portugal, S.A.', 'id': 21944}, {'nif': '502167610', 'description': 'LeasePlan Portugal - Com. e Alug. de Autom. e Equip., Unip. Lda.', 'id': 9859}, {'nif': '502443880', 'description': 'Locarent - Companhia Portuguesa de aluguer de viaturas , S.A.', 'id': 8789}];Principal;Automóveis de passageiros;45856.32 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;1461 dias;False;Portugal, Porto, Maia;False;34110000-1;False;;;False;Locação de bens móveis;Aluguer Operacional de 2 Veículos Elétricos, na modalidade de Renting;505462583;Espaço Municipal - Renovação Urbana e Gestão do Patrimonio, EM, SA;8649;502584866;Kinto Portugal, S.A.;21944;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466226&ext=.pdf
889;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436; 2023/671; 2023/481; 2023/491; 2023/492; 2024/1077; 2024/899; 2024/782; 2025/1428; 2025/1589 e 2025/1627 para aquisição de medicamentos";6.544,81 €;12-02-2026;13827798;Artigo 259.º do Código dos Contratos Públicos;;;;7734901;1589/2025 - Acordo quadro de medicamentos diversos;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/bzNWNmRlNFhiTkhic1czV2FLQ0RvVHc2bFY0bzlXcmlkTHJVN0w4dkdQcm04NStwSnJZb3JxVnVyK3B3aUFXa0lWdEJ4VUt1TGRnRVBUWVVDakwzQmc9PWx2RjRL;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;6544.81 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;322 dias;False;Portugal, Porto, Porto;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436; 2023/671; 2023/481; 2023/491; 2023/492; 2024/1077; 2024/899; 2024/782; 2025/1428; 2025/1589 e 2025/1627 ";506362299;IPO Porto FG, EPE;117335;507045491;Teva Pharma - Produtos Farmacêuticos, Lda;5071;
890;Concurso público;05-03-2026;False;Agulhas pelo período de 12 (doze) mese;32.250,00 €;08-04-2024;13827779;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': '04000005232024 - Contrato (Oly)_343-2024.pdf', 'id': 2466225}];[];;;;https://community.vortal.biz/Public/public-tender-documents/NEJNektmSlo2cHdsSXB3dUpUWWRTME82dEEwdU9jYVBCbGJpVCtsNk1jNnZxd0NRY29BZ3VIYndMZXJMVlRRTWwrQ0hjek9qYytQTkpEd0Z0bmk1VEE9PXQ5UFQx;False;Não aplicável;365138;[];Principal;Material médico de consumo;32250.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Lisboa, Loures;False;33140000-3;False;;;False;Aquisição de bens móveis;Agulhas pelo período de 12 (doze) mese;516726862;Unidade Local de Saúde de Loures-Odivelas, EPE;4452004;980474710;Olympus Iberia S.A.U, Sucursal em Portugal;358179;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466225&ext=.pdf
891;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de serviços de manutenção preventiva dos Espaços de Jogo e Recreio da Freguesia;7.750,00 €;27-02-2026;13827769;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': '7-Contrato_Manutenção de EJR_cc..pdf', 'id': 2466224}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de reparação e manutenção de equipamento para áreas de recreação;7750.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;364 dias;False;Portugal, Lisboa, Lisboa;False;50870000-4;False;;;False;Aquisição de serviços;PROC.821/2026;510857043;Freguesia de Santa Maria Maior (Lisboa);502153;509295770;Play Planet - Mobiliário Urbano, Construção e Paisagismo, Lda;138604;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466224&ext=.pdf
892;Concurso público;05-03-2026;False;2024_071CP - Celebração de Contratos de aluguer Operacional de Veículos Operacionais da Tipologia «Furgões» e «chassis-Cabine» e Serviços Associados para as empresas do Grupo Águas de Portugal.;90.463,68 €;17-12-2025;13827762;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_LEASEPLAN_base_.pdf', 'id': 2466223}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTAwMTc4;True;Não aplicável;414881;[{'nif': '503188620', 'description': 'SGALA', 'id': 26397}, {'nif': '502167610', 'description': 'LeasePlan Portugal - Com. e Alug. de Autom. e Equip., Unip. Lda.', 'id': 9859}, {'nif': '502650230', 'description': 'VALPI RENT, LDA', 'id': 290895}, {'nif': '502584866', 'description': 'Kinto Portugal, S.A.', 'id': 21944}];Principal;Veículos a motor;90463.68 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;1461 dias;False;Portugal, Setúbal, Seixal;True;34100000-8;False;;;False;Locação de bens móveis;2024_071CP - Celebração de Contratos de aluguer Operacional de Veículos Operacionais da Tipologia «Furgões» e «chassis-Cabine» e Serviços Associados para as empresas do Grupo Águas de Portugal.;514385901;SIMARSUL - Saneamento da Península de Setúbal, SA;1874515;502167610;Lease Plan Portugal – Comércio e Aluguer de Automóveis e Equipamentos, Ldª.;9859;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466223&ext=.pdf
893;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;Aquisição de Medicamentos do Aparelho Digestivo ;290,50 €;12-12-2025;13827708;Artigo 259.º do Código dos Contratos Públicos;;;;7483748;1367/2025 - Acordo quadro de medicamentos do aparelho digestivo;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/bHJJVFBVNnpwYWsxUzhKZXlicmJCQzU4NUs5NkhHL0FmZWx0dHdhYTN6aEdza0FMV0ZBUjJnaERQeEVhVHhQZlR2dTRuT1hXUTlWOURpSHY3Vkw0Rnc9PWtnI3Fa;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;290.5 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Santarém, Tomar;False;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;Aquisição de Medicamentos do Aparelho Digestivo ;506361608;Unidade Local de Saúde do Médio Tejo, EPE;72970;505792362;OVERPHARMA,LDA.;3726;
894;Contratação excluída II;05-03-2026;False;Participação da AT na feira Futurália 2026;11.567,14 €;05-03-2026;13827692;artigo 6.º-A n.º 1 do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[{'nif': '503657891', 'description': 'Lisboa Feiras Confr. Event', 'id': 247695}];Principal;Serviços de organização de exposições, feiras e congressos;11567.14 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;3 dias;False;Portugal, Lisboa, Lisboa;False;79950000-8;False;Artigo 6.º-A – Contratação excluída “serviços sociais e outros serviços específicos”;;False;Aquisição de serviços;Participação da AT na feira Futurália 2026;600084779;Autoridade Tributária e Aduaneira;282199;503657891;Lisboa Feiras Confr. Event;247695;
895;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436 -
Medicamentos para o Sistema nervoso Central ,2023/437 - Medicação Antialérgica medicação, vitaminas
e sais minerais e medicamentos usados no tratamento de intoxicações, 2023/481 – Medicamentos
Diversos ,2023/491 - Medicamentos do foro oncológico e imunomoduladores, 2023/492 - Medicamentos
anti-infeciosos, 2023/495 - Medicamentos do aparelho geniturinário, 2023/671 – Medicamentos
Diversos, 2024/780 - Medicamentos do aparelho locomotor, usados no tratamento das doenças
endócrinas e hormonas, 2024/0898 – Medicamentos analgésicos, antipiréticos e antidepressivos,
2024/1077 – Medicamentos Diversos (II) , 2025/1303 - Medicamentos Diversos, 2025/1428 –
Medicamentos antipsicóticos, anestésicos e relaxantes musculares , 2025/1439 – Corretivos da volémia,
solução para conservação de órgãos, hemodialise, hemofiltração e outras soluções estéreis e 2025/1627
– Medicamentos do aparelho cardiovascular para aquisição de Me";12.147,93 €;03-02-2026;13827665;Artigo 259.º do Código dos Contratos Públicos;;;;7734869;1627/2025 - Acordo quadro de medicamentos do aparelho cardiovascular;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/SW1rVkkzSUMxY2QwRG5TYnpONkUyMk5jQ0NYeDEwWFBXRFZQSmh5aWl0NEllRllTTVZ3d25oaVQ1ZW5ZN3A5NUxmWFFRUEs3QTlKQmtZV255UlJzNlE9PU9pbklG;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;12147.93 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;60 dias;False;Portugal, Braga, Guimarães;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436 - Medicamentos para o Sistema nervoso Central ,2023/437 - Medicação Antialérgica medicação, vitaminas e sais minerais e me;508080827;Unidade Local de Saúde do Alto Ave, E.P.E;54162;506415740;Biogen Portugal Sociedade Farmacêutica Unipessoal Lda.;13725;
896;Consulta Prévia;05-03-2026;False;NUTRIÇÃO ENTÉRICA;3.828,00 €;05-03-2026;13827643;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[{'nif': '506816524', 'description': 'Glutamine', 'id': 86891}, {'nif': '504293753', 'description': 'Fresenius Kabi Pharma Portugal, Lda.', 'id': 1114}, {'nif': '500201307', 'description': 'Nestlé Portugal, Unipessoal, Lda', 'id': 17531}, {'nif': '507558286', 'description': 'DANONE NUTRICIA UNIPESSOAL LDA', 'id': 102841}, {'nif': '500223238', 'description': 'PROFARIN - Distribuidora de Produtos Farmaceuticos, Lda', 'id': 102839}];Principal;Produtos farmacêuticos;3828.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;337 dias;False;Portugal, Coimbra, Coimbra;False;33600000-6;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;NUTRIÇÃO ENTÉRICA;506361438;Instituto Português de Oncologia de Coimbra Francisco Gentil, EPE;6368;504293753;Fresenius Kabi Pharma Portugal, Lda.;1114;
897;Consulta Prévia;05-03-2026;False;Prestação de serviços de monitorização da qualidade da água para consumo humano - Programa de controlo operacional (PCO);3.742,30 €;05-03-2026;13827633;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1Njk3Mw;False;Não aplicável;-1;[{'nif': '502883308', 'description': 'Centro de Serviços do Ambiente - CESAB', 'id': 2286}];Principal;Serviços de análise;3742.3 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Castelo Branco, Vila Velha de Ródão;False;71620000-0;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;Prestação de serviços de monitorização da qualidade da água para consumo humano - Programa de controlo operacional (PCO);506642798;Município de Vila Velha de Ródão;1449;502883308;Centro de Serviços do Ambiente - CESAB;2286;
898;Ajuste Direto Regime Geral;05-03-2026;False;serviços de técnico de natação para a piscina de Sesimbra;14.400,00 €;26-02-2026;13827623;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_Expurgado.pdf', 'id': 2466220}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços relacionados com o desporto;14400.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Setúbal, Sesimbra;False;92620000-3;False;;;False;Aquisição de serviços;Aquisição de serviços de técnico de natação para a piscina de Sesimbra;501144218;Município de Sesimbra;1473;-;Liliana Pereira Rodrigues Marques;5555826;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466220&ext=.pdf
899;Consulta Prévia;05-03-2026;False;CT-26/00080 – Aquisição de serviços de monitores de atividades desportivas para instalações desportivas municipais, em RFC;2.500,00 €;11-02-2026;13827614;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[{'nif': '-', 'description': 'Solange Ramalho Pereira', 'id': 5514016}, {'nif': '-', 'description': 'Nuno Gonçalo Madeira Quitanilha', 'id': 4612939}, {'nif': '-', 'description': 'Rute Cerdeira Marques Rodrigues', 'id': 5514018}, {'nif': '-', 'description': 'Sofia Alexandra Nunes Lança Zambujo', 'id': 5147042}, {'nif': '-', 'description': 'Patrícia Filipa Fernandes Nunes', 'id': 5147043}, {'nif': '-', 'description': 'Carmen Nireida Gomes Teixeira Vieira', 'id': 5147040}, {'nif': '-', 'description': 'Luciana Silva Oliveira', 'id': 5258927}, {'nif': '-', 'description': 'Maria Inês França Kovshar', 'id': 5258928}, {'nif': '-', 'description': 'Carla Alexandra do Nascimento Pereira Godinho', 'id': 5147039}, {'nif': '-', 'description': 'Ricardo Jorge Silva Coelho Neves', 'id': 5514019}];Principal;Serviços de desporto;2500.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;214 dias;False;Portugal, Lisboa, Sintra;False;92600000-7;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;CT-26/00080 – Aquisição de serviços de monitores de atividades desportivas para instalações desportivas municipais, em RFC;500051062;Município de Sintra;143;-;Carmen Nireida Gomes Teixeira Vieira;5147040;
900;Consulta Prévia;05-03-2026;False;Serviços de transportes e viagens para visitas de estudo e outras deslocações de grupos de alunos e professores do Agrupamento de Escolas de Barcelos;58.510,00 €;11-02-2026;13827611;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato transportes e viagens expurgado.pdf', 'id': 2466219}];[];;;;https://community.vortal.biz/Public/public-tender-documents/ZGUyYkxjeXZaR0M3SHJWanhRckZzY1g5OVFsYlFwVDVTc0ZpUlNqenNaQ1prZWJGaWNMNWFGbTMxTnFXSnZuQ2VCd0UwMmN1UUwzRHFNU3pleHNYd3c9PXljJEZe;False;Não aplicável;-1;[{'nif': '515329495', 'description': 'IVB - VIAGENS E TURISMO LDA', 'id': 3193323}, {'nif': '507836758', 'description': 'Alvegal – Viagens e Turismo, Lda.', 'id': 101928}, {'nif': '503204587', 'description': 'Santiagotur - Viagens e Turismo Lda', 'id': 112004}, {'nif': '500010960', 'description': 'SAFTUR-Viagens e Turismo Lda.', 'id': 40306}];Principal;Transportes não regulares de passageiros;58510.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;324 dias;False;Portugal, Braga, Barcelos;False;60140000-1;False;;;False;Aquisição de serviços;Serviços de Transporte e Viagens 2026;600085198;Agrupamento de Escolas de Barcelos;437125;515329495;IVB - VIAGENS E TURISMO LDA;3193323;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466219&ext=.pdf
901;Ajuste Direto Regime Geral;05-03-2026;False;J1/806/2026 – Medicamentos Autorização de Utilização Excecional (AUE);3.498,00 €;03-03-2026;13827607;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;3498.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;668 dias;False;Portugal, Leiria, Leiria;False;33600000-6;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;True;Aquisição de bens móveis;J1/806/2026 – Medicamentos Autorização de Utilização Excecional (AUE);509822932;Unidade Local de Saúde da Região de Leiria, EPE;248545;518231801;Pharmade, Lda;5496916;
902;Ajuste Direto Regime Geral;05-03-2026;False;ADCM 0068/26 - MEDICAMENTOS DIVEROS;1.349,10 €;13-01-2026;13827602;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Equipamento médico, medicamentos e produtos para cuidados pessoais;1349.1 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;20 dias;False;Portugal, Porto, Porto;False;33000000-0;False;Artigo 95.º, n.º 1, c), locação ou aquisição de bens móveis ou de serviços nos termos das alíneas i),ii),iii),cumulativamente;;True;Aquisição de bens móveis;"ADCM 0068/26
1020626
1018326
1020126
1018226
1020326
1019726
1019926
1019926
1019926
1018026
1020026
1021026
1019826
1020726
1017626
1018426
1019226
1018826
1019026
1019026
1019526
1017426
1017426
1017426
1019126
1019126
1019126
1019326
1019326
1021126
1018626
1018626
1018926
1018926
1018926
1020226
1017826
1017826
1018726
1020526
1020426
1019426
1020826
1017526
1019626
1018526
1018126
1017926
1020926
";506362299;Instituto Português de Oncologia do Porto Francisco Gentil, EPE;117335;503347345;Baxter Médico Farmacêutica, Lda.;8450;
903;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de serviços para aluguer de transporte rodoviário de passageiros, respeitante ao programa de ocupação de tempos livres Férias Sénior 2025.;8.085,00 €;05-06-2025;13827503;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;05-11-2025;;;Não aplicável.;Não aplicável.;False;[];[];;8.085,00 €;Cumprimento integral do contrato;;False;Não aplicável;-1;[];Principal;Serviços de transporte rodoviário;8085.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );152 dias;False;Portugal, Faro, Faro;False;60100000-9;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;Aquisição de serviços para aluguer de transporte rodoviário de passageiros, respeitante ao programa de ocupação de tempos livres Férias Sénior 2025.;600082628;Serviços Sociais da Administração Pública;2392;500059136;Frota Azul Algarve, Transportes e Turismo,Lda;709;
904;Consulta Prévia;05-03-2026;False;NUTRIÇÃO ENTÉRICA;962,00 €;05-03-2026;13827490;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[{'nif': '507558286', 'description': 'DANONE NUTRICIA UNIPESSOAL LDA', 'id': 102841}, {'nif': '504293753', 'description': 'Fresenius Kabi Pharma Portugal, Lda.', 'id': 1114}, {'nif': '500223238', 'description': 'PROFARIN - Distribuidora de Produtos Farmaceuticos, Lda', 'id': 102839}, {'nif': '506816524', 'description': 'Glutamine', 'id': 86891}, {'nif': '500201307', 'description': 'Nestlé Portugal, Unipessoal, Lda', 'id': 17531}];Principal;Produtos farmacêuticos;962.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;337 dias;False;Portugal, Coimbra, Coimbra<BR/>Portugal, Coimbra, Coimbra<BR/>Portugal, Coimbra, Coimbra;False;33600000-6;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;NUTRIÇÃO ENTÉRICA;506361438;Instituto Português de Oncologia de Coimbra Francisco Gentil, EPE;6368;500223238;PROFARIN - Distribuidora de Produtos Farmaceuticos, Lda;102839;
905;Ajuste Direto Regime Geral;05-03-2026;False;AD/EMRP/25/2025 - Aquisição de serviços de diagnóstico de usabilidade e acessibilidade do Website da Estrutura de Missão «Recuperar Portugal»;19.900,00 €;04-03-2026;13827452;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato Exp.pdf', 'id': 2466218}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de consultoria para avaliação;19900.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;48 dias;False;Portugal, Lisboa, Lisboa;False;79419000-4;False;;;False;Aquisição de serviços;AD/EMRP/25/2025 - Aquisição de serviços de diagnóstico de usabilidade e acessibilidade do Website da Estrutura de Missão «Recuperar Portugal»;600087590;Estrutura de Missão «Recuperar Portugal»;4633909;505355108;Leadership Business Consulting, S.A;3157;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466218&ext=.pdf
906;Consulta Prévia;05-03-2026;False;CT-26/00080 – Aquisição de serviços de monitores de atividades desportivas para instalações desportivas municipais, em RFC;4.125,00 €;11-02-2026;13827437;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[{'nif': '-', 'description': 'Solange Ramalho Pereira', 'id': 5514016}, {'nif': '-', 'description': 'Rute Cerdeira Marques Rodrigues', 'id': 5514018}, {'nif': '-', 'description': 'Carla Alexandra do Nascimento Pereira Godinho', 'id': 5147039}, {'nif': '-', 'description': 'Patrícia Filipa Fernandes Nunes', 'id': 5147043}, {'nif': '-', 'description': 'Sofia Alexandra Nunes Lança Zambujo', 'id': 5147042}, {'nif': '-', 'description': 'Ricardo Jorge Silva Coelho Neves', 'id': 5514019}, {'nif': '-', 'description': 'Nuno Gonçalo Madeira Quitanilha', 'id': 4612939}, {'nif': '-', 'description': 'Carmen Nireida Gomes Teixeira Vieira', 'id': 5147040}, {'nif': '-', 'description': 'Maria Inês França Kovshar', 'id': 5258928}, {'nif': '-', 'description': 'Luciana Silva Oliveira', 'id': 5258927}];Principal;Serviços de desporto;4125.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;214 dias;False;Portugal, Lisboa, Sintra;False;92600000-7;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;CT-26/00080 – Aquisição de serviços de monitores de atividades desportivas para instalações desportivas municipais, em RFC;500051062;Município de Sintra;143;-;Patrícia Filipa Fernandes Nunes;5147043;
907;Concurso público;05-03-2026;False;1100010/2026 Pensos e Adesivos para 2026/2027;1.687,20 €;19-01-2026;13827430;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/MXh2enZsNkNoOHgrOXR2K0dyZzJRalE2TzBkMXkydDNFUTZIaXBtY2I2MlZHL1AvckhwQTlFMm9mWVo3cCtsNVBjUjAvOG9CTkNucjZJU0hTN2FJbnc9PTJLTUNW;False;Não aplicável;422962;[];Principal;Pensos adesivos;1687.2 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;731 dias;False;Portugal, Setúbal, Barreiro;False;33141111-1;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;1100010/2026 Pensos e Adesivos para 2026/2027;509186998;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;115927;502271728;Paul Hartmann, Lda;4125;
